Morning,Afternoon,Evening,Night,CaseRatio,WordRatio,VerbRatio,NounRatio,PuncRatio,AdjectiveRatio,AdverbRatio,AbrvRatio,NumeralRatio,DeterminerRatio,PostPositiveRatio,DuplicatorRatio,ConjunctionRatio,InterjectionRatio,PronounRatio,QuestionRatio,IncorrectRatio,NegativeRatio,PluralRatio,PresentTimeRatio,FutureTimeRatio,PastTimeRatio,NarrTimeRatio,ProgTimeRatio,CondRatio,ImpRatio,NecessRatio,AbilRatio,NegAbilRatio,QuestionPuncRatio,ExclamationRatio,EllipsisRatio,CommaRatio,FullStopRatio,EnglishRatio,SmilingRatio,AffectedRatio,TongueRatio,NeutralRatio,UnwellRatio,NegRatio,RomanticRatio,FingersRatio,ActivityRatio,SportRatio,PlantRatio
0.612,0.476,0.388,0.524,93.856,12.893,1.689,5.602,1.359,1.029,0.718,0.000,0.136,0.485,0.252,0.000,0.340,0.097,0.505,0.068,1.379,0.233,1.155,0.427,0.078,0.272,0.243,0.223,0.107,0.282,0.000,0.029,0.039,0.039,0.019,0.078,0.000,0.534,0.019,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.600,0.650,0.400,0.350,84.484,6.951,1.184,3.211,0.303,0.633,0.258,0.000,0.141,0.285,0.096,0.004,0.162,0.080,0.279,0.049,0.705,0.156,0.691,0.189,0.078,0.264,0.064,0.189,0.037,0.252,0.012,0.025,0.016,0.031,0.041,0.012,0.000,0.080,0.010,0.367,0.012,0.002,0.018,0.006,0.037,0.041,0.127,0.000,0.002,0.004
0.521,0.712,0.479,0.288,86.789,16.372,1.598,7.570,2.424,1.253,0.543,0.000,0.321,0.514,0.253,0.003,0.471,0.057,0.394,0.065,1.921,0.306,1.237,0.265,0.095,0.408,0.132,0.234,0.067,0.220,0.016,0.028,0.030,0.064,0.110,0.151,0.000,0.494,0.004,0.022,0.003,0.000,0.002,0.003,0.000,0.017,0.021,0.000,0.004,0.003
0.650,0.440,0.350,0.560,92.026,15.166,1.257,7.563,1.845,1.071,0.519,0.000,0.275,0.452,0.179,0.008,0.486,0.157,0.273,0.065,2.831,0.220,0.983,0.220,0.074,0.201,0.105,0.201,0.090,0.179,0.033,0.041,0.038,0.048,0.061,0.024,0.000,0.635,0.157,0.003,0.002,0.000,0.001,0.001,0.000,0.001,0.001,0.000,0.001,0.001
0.688,0.505,0.312,0.495,91.725,11.542,1.252,5.157,1.471,1.008,0.510,0.000,0.223,0.424,0.152,0.000,0.389,0.048,0.285,0.053,1.193,0.223,0.947,0.217,0.069,0.261,0.097,0.221,0.054,0.161,0.025,0.029,0.026,0.054,0.070,0.093,0.000,0.385,0.011,0.036,0.006,0.001,0.000,0.003,0.000,0.008,0.023,0.004,0.001,0.004
0.629,0.681,0.371,0.319,94.882,13.119,1.241,6.285,1.607,1.216,0.551,0.000,0.255,0.584,0.199,0.006,0.460,0.028,0.252,0.097,1.089,0.180,1.399,0.202,0.080,0.191,0.175,0.191,0.047,0.177,0.008,0.083,0.033,0.116,0.044,0.080,0.000,0.482,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.523,0.545,0.477,0.455,89.379,15.580,1.576,7.118,2.177,1.208,0.498,0.000,0.297,0.432,0.213,0.008,0.456,0.066,0.361,0.076,1.771,0.246,1.253,0.266,0.093,0.326,0.120,0.225,0.097,0.286,0.026,0.037,0.055,0.080,0.126,0.235,0.000,0.470,0.003,0.010,0.002,0.000,0.001,0.001,0.000,0.001,0.003,0.000,0.000,0.001
0.516,0.680,0.484,0.320,90.345,17.578,1.223,8.747,2.069,1.469,0.508,0.000,0.434,0.394,0.246,0.002,0.465,0.051,0.255,0.030,2.738,0.218,1.268,0.228,0.085,0.240,0.085,0.199,0.060,0.173,0.013,0.045,0.034,0.056,0.046,0.052,0.000,0.385,0.017,0.004,0.000,0.000,0.000,0.002,0.001,0.000,0.002,0.000,0.000,0.000
0.356,0.600,0.644,0.400,93.664,8.644,1.311,4.156,0.422,0.800,0.422,0.000,0.178,0.378,0.156,0.000,0.178,0.067,0.356,0.067,0.889,0.156,0.889,0.111,0.178,0.244,0.067,0.267,0.000,0.289,0.067,0.000,0.022,0.022,0.000,0.000,0.000,0.111,0.000,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.331,0.795,0.669,0.205,89.563,11.394,1.826,4.061,1.365,0.942,0.718,0.000,0.061,0.590,0.266,0.001,0.438,0.061,0.631,0.074,0.501,0.431,1.017,0.417,0.109,0.457,0.101,0.259,0.072,0.253,0.012,0.043,0.079,0.036,0.017,0.022,0.000,0.642,0.000,0.103,0.001,0.000,0.007,0.012,0.001,0.006,0.030,0.000,0.000,0.001
0.578,0.731,0.422,0.269,89.149,9.787,1.365,3.879,1.643,0.610,0.478,0.000,0.102,0.426,0.125,0.000,0.290,0.035,0.534,0.050,0.816,0.280,0.493,0.344,0.052,0.196,0.061,0.238,0.138,0.238,0.013,0.025,0.054,0.046,0.040,0.015,0.000,0.378,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.794,0.613,0.206,0.387,87.684,15.559,0.987,8.680,1.848,1.211,0.323,0.000,0.280,0.288,0.211,0.003,0.440,0.058,0.186,0.014,2.439,0.123,1.590,0.096,0.052,0.280,0.049,0.215,0.025,0.172,0.008,0.011,0.024,0.014,0.059,0.064,0.000,0.389,0.022,0.018,0.000,0.001,0.000,0.002,0.001,0.003,0.017,0.001,0.007,0.010
0.587,0.826,0.413,0.174,93.558,11.826,1.683,4.877,1.329,1.033,0.656,0.000,0.377,0.407,0.216,0.006,0.485,0.078,0.353,0.078,1.063,0.326,0.644,0.326,0.111,0.371,0.132,0.356,0.075,0.180,0.006,0.060,0.054,0.123,0.000,0.006,0.000,0.725,0.000,0.015,0.000,0.000,0.003,0.003,0.003,0.000,0.000,0.000,0.000,0.000
0.399,0.722,0.601,0.278,94.705,7.870,1.082,3.128,1.324,0.556,0.408,0.000,0.118,0.263,0.092,0.005,0.229,0.087,0.384,0.046,0.488,0.118,0.399,0.169,0.048,0.271,0.053,0.176,0.039,0.205,0.002,0.019,0.039,0.048,0.019,0.027,0.000,0.471,0.010,0.019,0.002,0.000,0.005,0.005,0.000,0.000,0.000,0.000,0.000,0.000
0.609,0.686,0.391,0.314,83.301,8.584,1.071,3.674,0.717,0.642,0.438,0.000,0.126,0.312,0.127,0.007,0.322,0.101,0.337,0.092,1.412,0.162,0.497,0.154,0.034,0.242,0.090,0.239,0.027,0.147,0.004,0.023,0.023,0.040,0.010,0.029,0.000,0.089,0.043,0.007,0.003,0.001,0.000,0.003,0.000,0.009,0.007,0.001,0.000,0.001
0.740,0.608,0.260,0.392,91.782,7.420,0.752,3.738,0.876,0.814,0.238,0.000,0.193,0.172,0.115,0.005,0.145,0.038,0.081,0.024,0.645,0.098,0.716,0.083,0.050,0.267,0.019,0.134,0.026,0.136,0.002,0.026,0.021,0.057,0.294,0.064,0.000,0.162,0.002,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000
0.530,0.576,0.470,0.424,93.215,11.998,1.411,5.079,1.522,1.196,0.551,0.000,0.251,0.475,0.178,0.004,0.499,0.082,0.410,0.152,0.852,0.262,0.985,0.227,0.068,0.262,0.121,0.263,0.071,0.199,0.028,0.046,0.037,0.153,0.163,0.014,0.000,0.438,0.011,0.071,0.003,0.000,0.001,0.008,0.003,0.000,0.032,0.000,0.000,0.001
0.702,0.625,0.298,0.375,78.068,17.315,1.587,8.126,2.350,1.233,0.482,0.000,0.250,0.444,0.246,0.008,0.462,0.080,0.332,0.056,2.647,0.240,1.732,0.235,0.113,0.319,0.098,0.225,0.055,0.266,0.025,0.025,0.034,0.053,0.166,0.135,0.000,0.434,0.000,0.015,0.002,0.000,0.002,0.002,0.003,0.000,0.006,0.000,0.000,0.000
0.736,0.525,0.264,0.475,92.554,11.738,1.323,5.333,0.910,1.079,0.616,0.000,0.358,0.511,0.231,0.003,0.500,0.071,0.306,0.133,1.264,0.309,0.814,0.238,0.057,0.252,0.117,0.264,0.083,0.169,0.007,0.048,0.033,0.149,0.019,0.009,0.000,0.322,0.048,0.026,0.000,0.002,0.001,0.001,0.000,0.004,0.002,0.000,0.002,0.000
0.545,0.818,0.455,0.182,91.581,12.386,1.045,6.750,1.295,0.795,0.273,0.000,0.455,0.386,0.205,0.000,0.432,0.068,0.182,0.023,1.455,0.136,1.182,0.091,0.159,0.227,0.023,0.273,0.023,0.114,0.000,0.000,0.000,0.000,0.068,0.091,0.000,0.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.671,0.571,0.329,0.429,90.113,13.329,1.171,6.271,1.900,1.157,0.443,0.000,0.257,0.571,0.100,0.000,0.371,0.071,0.300,0.114,1.529,0.286,1.114,0.257,0.071,0.200,0.100,0.157,0.043,0.171,0.014,0.029,0.043,0.100,0.086,0.043,0.000,0.371,0.014,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.014
0.842,0.354,0.158,0.646,89.741,10.116,0.949,6.037,0.440,0.863,0.239,0.000,0.409,0.201,0.155,0.014,0.294,0.056,0.123,0.028,1.615,0.075,0.736,0.081,0.099,0.340,0.054,0.186,0.018,0.109,0.013,0.036,0.010,0.085,0.071,0.011,0.000,0.086,0.008,0.024,0.000,0.001,0.000,0.002,0.000,0.000,0.002,0.000,0.001,0.000
0.704,0.560,0.296,0.440,88.160,15.428,1.259,7.851,2.017,1.209,0.346,0.000,0.239,0.364,0.236,0.003,0.478,0.051,0.209,0.016,1.918,0.169,1.863,0.154,0.076,0.237,0.047,0.230,0.042,0.257,0.039,0.016,0.021,0.018,0.044,0.057,0.000,0.547,0.006,0.006,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.000,0.000,0.000
0.723,0.614,0.277,0.386,94.118,14.509,1.626,6.189,1.171,1.494,0.986,0.000,0.390,0.610,0.325,0.004,0.720,0.080,0.430,0.045,1.628,0.349,1.142,0.303,0.100,0.415,0.176,0.298,0.100,0.127,0.009,0.074,0.047,0.041,0.030,0.023,0.000,0.651,0.006,0.003,0.002,0.002,0.001,0.003,0.000,0.000,0.001,0.000,0.000,0.000
0.731,0.337,0.269,0.663,95.330,13.102,1.805,5.311,1.660,1.158,0.638,0.000,0.166,0.513,0.209,0.004,0.396,0.094,0.512,0.116,0.980,0.296,0.991,0.402,0.074,0.353,0.120,0.275,0.096,0.272,0.023,0.046,0.042,0.138,0.160,0.098,0.000,0.480,0.005,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.413,0.792,0.587,0.208,92.393,12.676,1.454,6.150,0.918,1.083,0.617,0.000,0.335,0.499,0.234,0.006,0.367,0.082,0.339,0.083,1.920,0.209,1.023,0.264,0.094,0.347,0.113,0.252,0.062,0.172,0.015,0.045,0.038,0.077,0.029,0.035,0.000,0.200,0.024,0.018,0.001,0.000,0.001,0.004,0.000,0.001,0.002,0.000,0.002,0.001
0.347,0.673,0.653,0.327,89.963,15.479,1.290,7.953,1.708,1.285,0.456,0.000,0.225,0.456,0.237,0.006,0.612,0.049,0.314,0.041,2.134,0.216,1.478,0.220,0.080,0.260,0.095,0.209,0.062,0.212,0.019,0.021,0.026,0.052,0.047,0.069,0.000,0.425,0.005,0.006,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.000
0.543,0.667,0.457,0.333,83.788,11.877,1.397,5.233,1.463,0.966,0.488,0.000,0.189,0.429,0.200,0.002,0.338,0.064,0.421,0.063,1.196,0.210,1.016,0.207,0.083,0.333,0.112,0.248,0.052,0.223,0.009,0.039,0.048,0.049,0.070,0.073,0.000,0.343,0.009,0.034,0.004,0.009,0.005,0.011,0.002,0.015,0.010,0.000,0.003,0.000
0.510,0.703,0.490,0.297,91.360,10.801,1.538,4.486,1.174,0.937,0.629,0.000,0.136,0.439,0.205,0.006,0.361,0.088,0.429,0.084,0.974,0.248,0.893,0.340,0.067,0.343,0.106,0.207,0.078,0.209,0.010,0.035,0.033,0.093,0.047,0.061,0.000,0.523,0.006,0.134,0.054,0.001,0.006,0.021,0.000,0.003,0.002,0.000,0.001,0.000
0.557,0.678,0.443,0.322,89.858,12.979,1.248,6.563,1.398,1.049,0.430,0.000,0.158,0.391,0.241,0.003,0.416,0.045,0.409,0.019,1.290,0.207,1.345,0.214,0.091,0.236,0.057,0.249,0.044,0.230,0.007,0.036,0.051,0.017,0.012,0.027,0.000,0.412,0.001,0.083,0.083,0.001,0.000,0.003,0.000,0.044,0.006,0.000,0.000,0.031
0.764,0.589,0.236,0.411,82.192,12.023,0.982,5.851,1.813,0.954,0.414,0.000,0.224,0.326,0.154,0.007,0.258,0.044,0.237,0.041,1.581,0.142,0.736,0.165,0.050,0.267,0.072,0.147,0.030,0.157,0.013,0.028,0.030,0.049,0.073,0.067,0.000,0.278,0.016,0.040,0.014,0.003,0.003,0.002,0.002,0.011,0.013,0.001,0.002,0.004
0.646,0.581,0.354,0.419,88.323,11.778,1.234,5.355,1.545,0.792,0.433,0.000,0.291,0.386,0.187,0.000,0.368,0.081,0.393,0.080,1.761,0.220,0.728,0.213,0.090,0.266,0.074,0.226,0.038,0.224,0.005,0.038,0.028,0.141,0.080,0.057,0.000,0.347,0.075,0.486,0.025,0.080,0.101,0.105,0.009,0.004,0.019,0.000,0.000,0.001
0.612,0.507,0.388,0.493,83.840,9.925,1.045,4.567,1.672,0.687,0.403,0.000,0.239,0.216,0.112,0.007,0.284,0.022,0.216,0.067,1.119,0.149,0.731,0.142,0.082,0.276,0.082,0.224,0.045,0.104,0.015,0.030,0.022,0.060,0.254,0.060,0.000,0.254,0.007,0.037,0.000,0.000,0.007,0.000,0.000,0.000,0.022,0.000,0.000,0.015
0.829,0.412,0.171,0.588,93.951,6.459,0.446,3.314,0.528,0.577,0.118,0.000,0.249,0.114,0.062,0.002,0.094,0.004,0.073,0.018,1.448,0.076,0.316,0.051,0.024,0.230,0.022,0.034,0.007,0.054,0.004,0.005,0.009,0.053,0.200,0.009,0.000,0.038,0.000,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000
0.609,0.753,0.391,0.247,88.226,10.033,1.378,4.496,0.658,0.845,0.507,0.000,0.270,0.352,0.181,0.002,0.318,0.126,0.346,0.080,1.181,0.212,0.706,0.173,0.068,0.317,0.108,0.297,0.046,0.238,0.008,0.016,0.034,0.030,0.029,0.019,0.000,0.128,0.010,0.018,0.003,0.000,0.000,0.001,0.000,0.003,0.010,0.000,0.001,0.000
0.617,0.602,0.383,0.398,86.642,12.175,1.175,5.534,2.010,0.830,0.476,0.000,0.364,0.277,0.194,0.010,0.325,0.053,0.291,0.073,1.184,0.223,1.121,0.228,0.117,0.209,0.053,0.204,0.049,0.184,0.015,0.029,0.049,0.044,0.097,0.058,0.000,0.335,0.029,0.005,0.000,0.005,0.000,0.000,0.000,0.000,0.005,0.005,0.000,0.000
0.734,0.591,0.266,0.409,67.702,18.698,0.882,8.598,2.873,0.655,0.514,0.000,0.671,0.349,0.159,0.003,0.306,0.117,0.260,0.056,4.957,0.141,0.738,0.120,0.048,0.160,0.075,0.146,0.038,0.181,0.003,0.028,0.029,0.089,0.237,0.024,0.000,0.279,0.163,0.026,0.021,0.000,0.000,0.034,0.002,0.106,0.040,0.002,0.000,0.011
0.500,0.738,0.500,0.262,88.292,12.861,1.362,5.900,1.410,1.120,0.573,0.000,0.325,0.534,0.218,0.003,0.471,0.088,0.296,0.053,1.451,0.207,0.928,0.237,0.072,0.300,0.113,0.275,0.044,0.203,0.010,0.026,0.042,0.053,0.120,0.049,0.000,0.467,0.015,0.120,0.009,0.001,0.005,0.003,0.002,0.014,0.018,0.000,0.004,0.001
0.627,0.640,0.373,0.360,90.319,10.093,1.569,4.361,0.613,0.864,0.528,0.000,0.295,0.346,0.202,0.014,0.371,0.082,0.383,0.102,1.020,0.269,0.870,0.262,0.079,0.401,0.094,0.295,0.075,0.230,0.007,0.026,0.039,0.110,0.052,0.009,0.000,0.120,0.007,0.010,0.001,0.000,0.002,0.003,0.000,0.003,0.003,0.000,0.000,0.000
0.524,0.834,0.476,0.166,88.931,13.645,1.379,6.611,1.454,1.075,0.644,0.000,0.362,0.419,0.227,0.008,0.414,0.134,0.278,0.049,2.215,0.205,0.755,0.210,0.080,0.404,0.136,0.228,0.091,0.192,0.009,0.026,0.041,0.038,0.036,0.062,0.000,0.473,0.096,0.035,0.006,0.002,0.001,0.002,0.001,0.010,0.005,0.000,0.002,0.011
0.761,0.709,0.239,0.291,87.642,11.925,0.881,6.560,1.299,0.754,0.261,0.000,0.448,0.172,0.142,0.000,0.343,0.030,0.149,0.045,2.388,0.172,0.843,0.090,0.082,0.246,0.090,0.172,0.015,0.187,0.007,0.067,0.007,0.045,0.194,0.007,0.000,0.381,0.037,0.090,0.015,0.000,0.000,0.015,0.000,0.000,0.067,0.000,0.000,0.000
0.464,0.795,0.536,0.205,96.457,11.080,0.920,5.741,1.143,0.723,0.339,0.000,0.125,0.125,0.116,0.000,0.062,0.009,0.321,0.509,1.429,0.027,1.107,0.179,0.045,0.107,0.018,0.277,0.027,0.018,0.018,0.009,0.009,0.946,0.027,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.655,0.707,0.345,0.293,87.532,9.502,1.028,4.617,0.922,0.667,0.386,0.000,0.171,0.326,0.116,0.007,0.247,0.061,0.271,0.082,1.534,0.156,0.596,0.148,0.040,0.209,0.080,0.209,0.050,0.235,0.002,0.021,0.027,0.036,0.009,0.020,0.000,0.140,0.016,0.047,0.008,0.002,0.005,0.022,0.003,0.013,0.010,0.000,0.000,0.002
0.555,0.801,0.445,0.199,90.323,10.065,1.267,4.833,1.026,0.829,0.420,0.000,0.201,0.364,0.156,0.012,0.241,0.046,0.309,0.055,0.952,0.212,0.868,0.212,0.080,0.275,0.092,0.203,0.044,0.228,0.013,0.013,0.039,0.031,0.046,0.040,0.000,0.192,0.010,0.092,0.004,0.000,0.005,0.008,0.002,0.006,0.017,0.000,0.000,0.000
0.722,0.676,0.278,0.324,93.393,10.761,1.500,4.804,0.667,0.725,0.480,0.000,0.490,0.337,0.121,0.003,0.441,0.092,0.258,0.085,1.618,0.186,0.699,0.255,0.101,0.477,0.118,0.154,0.082,0.206,0.003,0.020,0.042,0.023,0.020,0.020,0.000,0.297,0.036,0.124,0.007,0.000,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000
0.908,0.314,0.092,0.686,84.495,7.694,0.903,3.422,1.564,0.769,0.305,0.000,0.162,0.083,0.083,0.001,0.130,0.008,0.063,0.041,1.220,0.153,0.586,0.301,0.046,0.131,0.007,0.084,0.018,0.189,0.015,0.015,0.010,0.460,0.028,0.002,0.000,0.052,0.001,0.006,0.001,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.000
0.191,0.669,0.809,0.331,93.378,8.939,1.598,3.078,0.595,0.802,0.632,0.000,0.098,0.405,0.151,0.011,0.420,0.054,0.537,0.108,0.844,0.276,0.647,0.217,0.088,0.416,0.089,0.352,0.060,0.197,0.005,0.023,0.045,0.019,0.006,0.026,0.000,0.230,0.000,0.025,0.000,0.001,0.006,0.002,0.001,0.000,0.000,0.000,0.000,0.000
0.452,0.773,0.548,0.227,91.834,9.661,1.255,4.158,0.924,0.902,0.458,0.000,0.154,0.438,0.178,0.004,0.314,0.100,0.355,0.077,0.790,0.210,0.894,0.186,0.051,0.291,0.127,0.263,0.042,0.172,0.004,0.025,0.036,0.038,0.042,0.037,0.000,0.193,0.007,0.241,0.016,0.018,0.068,0.035,0.005,0.006,0.015,0.001,0.000,0.003
0.608,0.744,0.392,0.256,91.074,11.170,0.700,6.407,1.488,0.415,0.256,0.000,0.222,0.340,0.088,0.013,0.184,0.216,0.132,0.059,3.386,0.080,0.239,0.105,0.036,0.138,0.034,0.065,0.031,0.189,0.004,0.017,0.006,0.226,0.019,0.050,0.000,0.677,0.375,0.000,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.746,0.641,0.254,0.359,79.201,10.292,1.308,4.564,0.900,1.090,0.356,0.000,0.310,0.256,0.164,0.003,0.295,0.074,0.354,0.097,1.138,0.190,1.069,0.190,0.156,0.269,0.067,0.192,0.033,0.251,0.000,0.013,0.046,0.015,0.026,0.067,0.000,0.203,0.003,0.046,0.003,0.003,0.000,0.003,0.000,0.000,0.067,0.000,0.015,0.008
0.697,0.566,0.303,0.434,90.820,13.338,1.352,6.203,1.787,1.061,0.532,0.000,0.256,0.416,0.197,0.009,0.379,0.102,0.352,0.063,1.411,0.260,1.177,0.209,0.079,0.284,0.098,0.241,0.038,0.236,0.016,0.021,0.030,0.099,0.095,0.129,0.000,0.453,0.009,0.018,0.003,0.000,0.000,0.001,0.001,0.003,0.004,0.000,0.000,0.001
0.593,0.483,0.407,0.517,88.157,8.874,0.807,4.828,1.571,0.619,0.140,0.000,0.159,0.115,0.077,0.001,0.093,0.013,0.046,0.018,0.932,0.083,0.544,0.067,0.055,0.404,0.021,0.152,0.033,0.082,0.004,0.025,0.007,0.038,0.317,0.122,0.000,0.003,0.001,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
0.576,0.441,0.424,0.559,88.737,12.322,1.271,5.644,1.746,0.915,0.237,0.000,0.102,0.288,0.203,0.000,0.288,0.034,0.322,0.017,1.407,0.136,0.644,0.119,0.102,0.254,0.136,0.254,0.051,0.186,0.017,0.000,0.186,0.000,0.085,0.051,0.000,0.525,0.017,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017
0.435,0.859,0.565,0.141,94.385,10.359,1.326,4.348,1.522,0.815,0.554,0.000,0.087,0.457,0.109,0.011,0.326,0.065,0.315,0.065,0.772,0.304,1.054,0.315,0.054,0.207,0.120,0.120,0.043,0.163,0.011,0.043,0.065,0.054,0.022,0.250,0.000,0.457,0.011,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.678,0.493,0.322,0.507,87.127,13.631,0.435,8.169,1.763,0.494,0.130,0.000,0.361,0.111,0.050,0.004,0.154,0.224,0.091,0.006,4.698,0.031,0.348,0.059,0.017,0.059,0.022,0.059,0.030,0.156,0.000,0.009,0.007,0.052,0.059,0.028,0.000,0.422,0.319,0.006,0.002,0.000,0.000,0.000,0.000,0.002,0.004,0.000,0.000,0.002
0.582,0.722,0.418,0.278,90.813,14.000,1.614,5.699,1.900,1.136,0.752,0.000,0.217,0.488,0.252,0.019,0.437,0.049,0.507,0.105,1.192,0.327,0.993,0.278,0.098,0.290,0.070,0.334,0.075,0.222,0.021,0.044,0.063,0.051,0.056,0.033,0.000,0.498,0.002,0.068,0.014,0.000,0.002,0.037,0.000,0.075,0.009,0.000,0.000,0.002
0.499,0.803,0.501,0.197,89.000,12.009,1.413,4.976,1.808,0.946,0.613,0.000,0.114,0.424,0.202,0.003,0.379,0.032,0.529,0.094,0.763,0.273,1.022,0.279,0.086,0.242,0.087,0.300,0.064,0.156,0.010,0.055,0.058,0.118,0.060,0.023,0.000,0.410,0.001,0.026,0.003,0.000,0.001,0.001,0.000,0.004,0.013,0.003,0.001,0.001
0.554,0.655,0.446,0.345,92.227,13.005,1.192,6.707,1.571,0.941,0.441,0.000,0.342,0.315,0.197,0.012,0.350,0.086,0.234,0.067,1.717,0.195,0.658,0.246,0.091,0.170,0.091,0.182,0.103,0.224,0.017,0.034,0.039,0.126,0.116,0.057,0.000,0.414,0.067,0.017,0.000,0.000,0.000,0.000,0.000,0.002,0.005,0.000,0.000,0.000
0.843,0.333,0.157,0.667,85.808,14.520,0.911,6.913,1.421,1.075,0.337,0.000,0.786,0.256,0.173,0.010,0.472,0.032,0.167,0.032,2.706,0.093,1.510,0.131,0.056,0.185,0.028,0.153,0.022,0.266,0.004,0.067,0.008,0.042,0.440,0.252,0.000,0.222,0.000,0.014,0.002,0.000,0.000,0.004,0.000,0.010,0.006,0.000,0.008,0.000
0.506,0.786,0.494,0.214,89.912,9.651,1.042,4.576,1.192,0.670,0.396,0.000,0.136,0.363,0.159,0.006,0.316,0.035,0.269,0.031,1.381,0.153,0.917,0.156,0.060,0.230,0.058,0.188,0.030,0.176,0.006,0.022,0.029,0.019,0.071,0.144,0.000,0.196,0.013,0.063,0.045,0.000,0.026,0.024,0.008,0.046,0.084,0.007,0.000,0.004
0.560,0.560,0.440,0.440,91.322,10.800,0.720,6.600,0.960,0.320,0.080,0.000,0.320,0.200,0.000,0.000,0.120,0.120,0.160,0.080,3.680,0.040,0.440,0.120,0.040,0.080,0.000,0.120,0.040,0.320,0.000,0.040,0.000,0.200,0.080,0.040,0.000,0.160,0.240,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.732,0.859,0.268,0.141,87.163,11.601,1.077,5.525,2.062,0.880,0.328,0.000,0.399,0.275,0.200,0.003,0.310,0.014,0.160,0.076,1.484,0.124,0.772,0.081,0.091,0.476,0.063,0.195,0.019,0.117,0.004,0.030,0.018,0.098,0.477,0.013,0.000,0.203,0.003,0.083,0.014,0.002,0.012,0.005,0.003,0.003,0.043,0.000,0.000,0.002
0.600,0.363,0.400,0.637,91.295,11.118,0.827,6.012,0.923,0.653,0.306,0.000,0.337,0.282,0.108,0.002,0.252,0.121,0.220,0.053,2.935,0.149,0.557,0.133,0.043,0.161,0.067,0.150,0.050,0.140,0.008,0.024,0.015,0.111,0.065,0.020,0.000,0.239,0.242,0.006,0.000,0.000,0.001,0.001,0.000,0.001,0.002,0.000,0.000,0.000
0.575,0.645,0.425,0.355,74.666,14.346,1.425,7.000,1.908,1.006,0.434,0.000,0.265,0.389,0.218,0.010,0.354,0.075,0.292,0.074,1.655,0.216,1.392,0.211,0.138,0.280,0.078,0.258,0.055,0.229,0.021,0.027,0.036,0.081,0.091,0.164,0.000,0.321,0.004,0.017,0.001,0.001,0.001,0.005,0.001,0.007,0.006,0.001,0.000,0.000
0.623,0.631,0.377,0.369,92.299,15.570,1.107,8.338,1.743,0.945,0.429,0.000,0.342,0.405,0.198,0.003,0.448,0.182,0.216,0.064,3.482,0.156,0.879,0.197,0.052,0.191,0.080,0.160,0.080,0.200,0.008,0.048,0.033,0.151,0.076,0.064,0.000,0.503,0.225,0.023,0.000,0.003,0.000,0.001,0.000,0.005,0.003,0.000,0.000,0.000
0.579,0.591,0.421,0.409,92.785,12.139,1.256,5.478,1.662,1.146,0.506,0.000,0.245,0.368,0.207,0.001,0.445,0.045,0.270,0.110,0.984,0.190,0.862,0.199,0.062,0.370,0.085,0.208,0.055,0.176,0.005,0.021,0.040,0.143,0.098,0.082,0.000,0.512,0.003,0.070,0.004,0.000,0.005,0.003,0.000,0.003,0.003,0.000,0.000,0.000
0.963,0.437,0.037,0.563,92.796,15.719,0.986,8.678,1.418,1.815,0.392,0.000,0.842,0.378,0.357,0.001,0.466,0.007,0.071,0.018,1.746,0.097,1.035,0.082,0.087,0.363,0.035,0.212,0.022,0.118,0.009,0.062,0.007,0.039,0.111,0.004,0.000,0.090,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.952,0.424,0.048,0.576,92.729,15.513,0.965,8.683,1.377,1.721,0.381,0.000,0.843,0.336,0.350,0.001,0.493,0.013,0.059,0.013,1.873,0.087,1.030,0.072,0.088,0.383,0.030,0.202,0.017,0.106,0.012,0.049,0.009,0.029,0.077,0.003,0.000,0.072,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
