Morning,Afternoon,Evening,Night,CaseRatio,WordRatio,VerbRatio,NounRatio,PuncRatio,AdjectiveRatio,AdverbRatio,AbrvRatio,NumeralRatio,DeterminerRatio,PostPositiveRatio,DuplicatorRatio,ConjunctionRatio,InterjectionRatio,PronounRatio,QuestionRatio,IncorrectRatio,NegativeRatio,PluralRatio,PresentTimeRatio,FutureTimeRatio,PastTimeRatio,NarrTimeRatio,ProgTimeRatio,CondRatio,ImpRatio,NecessRatio,AbilRatio,NegAbilRatio,QuestionPuncRatio,ExclamationRatio,EllipsisRatio,CommaRatio,FullStopRatio,EnglishRatio,SmilingRatio,AffectedRatio,TongueRatio,NeutralRatio,UnwellRatio,NegRatio,RomanticRatio,FingersRatio,ActivityRatio,SportRatio,PlantRatio
0.605,0.524,0.395,0.476,91.979,11.794,1.079,5.488,1.561,0.817,0.427,0.000,0.232,0.396,0.176,0.004,0.367,0.083,0.245,0.082,2.253,0.203,0.630,0.201,0.042,0.181,0.134,0.174,0.046,0.194,0.011,0.042,0.030,0.094,0.050,0.011,0.000,0.516,0.128,0.058,0.004,0.004,0.002,0.010,0.004,0.001,0.012,0.000,0.000,0.000
0.591,0.655,0.409,0.345,85.798,15.800,1.069,8.130,2.111,0.997,0.392,0.000,0.290,0.295,0.162,0.008,0.345,0.102,0.274,0.052,3.026,0.138,1.046,0.196,0.047,0.198,0.038,0.168,0.041,0.240,0.003,0.022,0.018,0.072,0.115,0.081,0.000,0.336,0.135,0.101,0.013,0.002,0.008,0.009,0.001,0.030,0.103,0.001,0.023,0.010
0.812,0.529,0.188,0.471,94.027,15.346,1.751,7.043,1.228,1.532,0.680,0.000,0.563,0.495,0.308,0.003,0.850,0.038,0.275,0.087,2.022,0.233,1.447,0.220,0.182,0.542,0.113,0.360,0.056,0.172,0.016,0.077,0.022,0.139,0.092,0.004,0.000,0.638,0.001,0.047,0.000,0.001,0.003,0.003,0.002,0.002,0.032,0.000,0.000,0.001
0.636,0.727,0.364,0.273,90.915,7.636,1.000,3.682,0.818,0.545,0.455,0.000,0.136,0.182,0.136,0.000,0.364,0.000,0.136,0.045,1.182,0.136,0.545,0.182,0.000,0.273,0.273,0.136,0.000,0.091,0.000,0.000,0.045,0.045,0.000,0.045,0.000,0.364,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.733,0.633,0.267,0.367,89.116,11.107,1.393,5.020,1.027,0.913,0.360,0.000,0.100,0.373,0.260,0.000,0.307,0.087,0.447,0.120,1.020,0.267,1.053,0.187,0.073,0.347,0.107,0.187,0.053,0.247,0.013,0.027,0.053,0.073,0.047,0.060,0.000,0.180,0.000,0.107,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000
0.416,0.752,0.584,0.248,95.215,11.310,1.809,4.736,0.439,1.147,0.815,0.000,0.205,0.585,0.274,0.003,0.450,0.058,0.564,0.077,0.579,0.324,1.168,0.328,0.114,0.366,0.120,0.386,0.084,0.226,0.003,0.058,0.089,0.051,0.005,0.009,0.000,0.102,0.001,0.125,0.003,0.002,0.003,0.007,0.000,0.002,0.004,0.000,0.000,0.000
0.606,0.617,0.394,0.383,92.038,7.365,1.081,4.033,0.206,0.711,0.300,0.000,0.150,0.213,0.091,0.006,0.156,0.054,0.185,0.050,0.922,0.131,0.631,0.231,0.050,0.280,0.057,0.161,0.037,0.150,0.020,0.019,0.033,0.002,0.026,0.037,0.000,0.039,0.011,0.130,0.015,0.002,0.000,0.002,0.002,0.004,0.028,0.000,0.043,0.007
0.373,0.644,0.627,0.356,91.539,12.719,1.548,4.686,1.782,1.023,0.601,0.000,0.182,0.630,0.234,0.010,0.462,0.063,0.515,0.063,1.284,0.218,0.683,0.257,0.069,0.413,0.132,0.304,0.053,0.145,0.020,0.033,0.083,0.059,0.043,0.191,0.000,0.512,0.010,0.040,0.000,0.000,0.003,0.000,0.000,0.036,0.010,0.000,0.000,0.000
0.599,0.672,0.401,0.328,90.477,12.089,1.496,5.669,0.882,1.202,0.442,0.000,0.309,0.385,0.210,0.004,0.408,0.056,0.369,0.089,1.154,0.230,1.170,0.239,0.062,0.373,0.089,0.342,0.064,0.225,0.010,0.041,0.059,0.043,0.039,0.070,0.000,0.235,0.001,0.102,0.058,0.009,0.025,0.013,0.009,0.010,0.017,0.000,0.001,0.000
0.614,0.609,0.386,0.391,90.189,12.106,1.068,5.841,1.773,0.923,0.643,0.000,0.208,0.338,0.140,0.000,0.300,0.024,0.169,0.077,1.502,0.222,0.986,0.140,0.082,0.304,0.039,0.222,0.034,0.179,0.014,0.039,0.010,0.116,0.188,0.014,0.000,0.324,0.005,0.010,0.000,0.000,0.000,0.005,0.000,0.000,0.005,0.005,0.000,0.000
0.543,0.575,0.457,0.425,79.994,11.370,0.913,5.541,1.284,0.496,0.301,0.000,0.172,0.321,0.123,0.009,0.288,0.156,0.288,0.051,2.929,0.115,0.360,0.125,0.041,0.209,0.064,0.197,0.037,0.169,0.003,0.022,0.028,0.052,0.045,0.085,0.000,0.116,0.241,0.015,0.004,0.002,0.009,0.009,0.003,0.023,0.008,0.000,0.000,0.003
0.410,0.670,0.590,0.330,91.521,5.370,0.610,2.350,0.320,0.370,0.240,0.000,0.030,0.200,0.060,0.010,0.110,0.020,0.300,0.040,0.990,0.070,0.220,0.050,0.040,0.080,0.040,0.200,0.010,0.110,0.000,0.020,0.010,0.020,0.020,0.010,0.000,0.020,0.010,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.466,0.741,0.534,0.259,92.322,8.473,1.131,2.904,0.483,0.785,0.584,0.000,0.085,0.412,0.146,0.002,0.406,0.094,0.483,0.058,1.207,0.134,0.566,0.238,0.044,0.259,0.055,0.254,0.023,0.137,0.008,0.040,0.024,0.050,0.018,0.009,0.000,0.241,0.019,0.140,0.071,0.004,0.007,0.054,0.000,0.241,0.006,0.003,0.000,0.033
0.691,0.662,0.309,0.338,82.468,10.897,0.673,5.853,0.672,0.448,0.260,0.000,0.341,0.191,0.071,0.005,0.215,0.067,0.222,0.036,2.870,0.067,0.343,0.078,0.024,0.219,0.052,0.149,0.018,0.078,0.005,0.010,0.020,0.017,0.007,0.035,0.000,0.117,0.192,0.168,0.137,0.018,0.029,0.047,0.007,0.147,0.010,0.002,0.001,0.002
0.577,0.739,0.423,0.261,90.117,12.239,1.333,5.077,1.440,1.000,0.662,0.000,0.158,0.517,0.226,0.000,0.350,0.107,0.496,0.073,1.543,0.188,1.060,0.179,0.056,0.372,0.081,0.209,0.043,0.244,0.026,0.004,0.017,0.081,0.034,0.261,0.000,0.500,0.017,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.009,0.000,0.004,0.000
0.681,0.586,0.319,0.414,93.047,13.876,1.086,7.027,1.628,0.947,0.425,0.000,0.222,0.460,0.192,0.006,0.362,0.193,0.261,0.045,2.841,0.193,0.949,0.158,0.040,0.182,0.097,0.200,0.060,0.191,0.021,0.032,0.032,0.113,0.095,0.239,0.000,0.361,0.155,0.041,0.000,0.002,0.002,0.003,0.001,0.003,0.006,0.000,0.000,0.001
0.659,0.606,0.341,0.394,88.417,11.575,0.813,6.473,1.433,0.777,0.177,0.000,0.242,0.128,0.124,0.003,0.188,0.011,0.062,0.034,2.133,0.048,0.597,0.062,0.048,0.417,0.022,0.140,0.013,0.058,0.005,0.028,0.008,0.058,0.124,0.018,0.000,0.051,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000
0.571,0.556,0.429,0.444,88.993,12.755,1.280,6.069,1.649,1.056,0.506,0.000,0.366,0.416,0.282,0.004,0.347,0.071,0.293,0.063,1.132,0.228,1.178,0.213,0.075,0.303,0.107,0.228,0.057,0.180,0.008,0.033,0.038,0.052,0.136,0.067,0.000,0.391,0.004,0.015,0.002,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000
0.523,0.741,0.477,0.259,90.515,7.975,0.995,3.638,0.897,0.657,0.436,0.000,0.126,0.321,0.150,0.005,0.190,0.045,0.273,0.045,0.695,0.194,0.584,0.209,0.052,0.174,0.053,0.201,0.040,0.144,0.011,0.032,0.025,0.043,0.014,0.063,0.000,0.189,0.006,0.005,0.000,0.001,0.002,0.002,0.000,0.000,0.000,0.000,0.000,0.002
0.662,0.619,0.338,0.381,91.309,7.143,1.002,3.090,0.636,0.622,0.355,0.000,0.152,0.245,0.096,0.003,0.219,0.047,0.300,0.078,0.721,0.155,0.526,0.175,0.040,0.220,0.070,0.167,0.036,0.191,0.010,0.031,0.028,0.062,0.018,0.014,0.000,0.166,0.007,0.198,0.003,0.002,0.050,0.010,0.000,0.007,0.020,0.000,0.001,0.000
0.533,0.815,0.467,0.185,84.576,9.717,0.848,4.326,1.304,1.022,0.337,0.000,0.120,0.293,0.228,0.000,0.250,0.065,0.293,0.098,1.054,0.141,0.620,0.152,0.087,0.152,0.011,0.120,0.033,0.174,0.011,0.054,0.022,0.109,0.076,0.076,0.000,0.250,0.000,0.065,0.000,0.000,0.043,0.000,0.000,0.022,0.022,0.000,0.000,0.000
0.665,0.739,0.335,0.261,90.018,14.765,1.150,7.385,1.749,1.221,0.360,0.000,0.318,0.318,0.256,0.002,0.506,0.051,0.242,0.020,2.001,0.177,1.519,0.199,0.073,0.214,0.041,0.172,0.040,0.218,0.015,0.054,0.022,0.020,0.072,0.127,0.000,0.422,0.006,0.003,0.000,0.001,0.000,0.000,0.000,0.002,0.033,0.000,0.001,0.007
0.746,0.517,0.254,0.483,90.431,11.591,1.063,5.824,1.370,0.919,0.657,0.000,0.262,0.237,0.160,0.003,0.267,0.024,0.161,0.051,1.603,0.142,0.813,0.156,0.066,0.343,0.057,0.201,0.033,0.133,0.010,0.024,0.023,0.095,0.135,0.063,0.000,0.219,0.000,0.007,0.001,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000
0.435,0.764,0.565,0.236,89.988,13.000,1.269,5.519,2.152,1.008,0.477,0.000,0.152,0.510,0.165,0.000,0.440,0.065,0.324,0.039,1.400,0.183,0.960,0.267,0.053,0.269,0.091,0.173,0.055,0.160,0.018,0.034,0.031,0.076,0.150,0.134,0.000,0.416,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.515,0.736,0.485,0.264,81.577,9.878,1.100,4.579,1.130,0.870,0.452,0.000,0.224,0.322,0.138,0.006,0.306,0.056,0.251,0.050,1.138,0.164,0.640,0.179,0.059,0.246,0.098,0.213,0.050,0.162,0.007,0.018,0.037,0.027,0.030,0.049,0.000,0.216,0.015,0.012,0.001,0.000,0.003,0.003,0.000,0.005,0.003,0.000,0.000,0.000
0.557,0.565,0.443,0.435,82.276,16.151,1.265,7.874,2.022,0.962,0.442,0.000,0.253,0.333,0.197,0.005,0.336,0.081,0.255,0.041,3.445,0.191,0.982,0.245,0.064,0.277,0.076,0.176,0.071,0.248,0.010,0.017,0.018,0.062,0.119,0.074,0.000,0.305,0.034,0.012,0.001,0.000,0.004,0.000,0.004,0.002,0.006,0.000,0.001,0.004
0.525,0.475,0.475,0.525,87.515,13.750,1.250,6.550,1.800,0.975,0.650,0.000,0.125,0.400,0.125,0.000,0.575,0.025,0.475,0.050,1.400,0.300,0.900,0.250,0.050,0.350,0.050,0.200,0.125,0.175,0.000,0.000,0.075,0.025,0.125,0.025,0.000,0.500,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.368,0.651,0.632,0.349,92.694,7.299,1.003,2.954,0.793,0.622,0.380,0.000,0.100,0.249,0.117,0.020,0.281,0.052,0.261,0.080,0.666,0.175,0.423,0.134,0.042,0.241,0.052,0.221,0.025,0.143,0.004,0.014,0.031,0.031,0.003,0.245,0.000,0.117,0.023,0.385,0.006,0.014,0.005,0.000,0.002,0.000,0.003,0.000,0.000,0.000
0.000,1.000,1.000,0.000,70.392,11.750,2.000,3.000,3.250,1.000,0.750,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.750,0.500,1.000,0.250,0.750,0.500,0.000,0.250,0.250,0.500,0.250,0.500,0.000,0.000,0.000,0.250,0.250,0.250,0.000,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.684,0.512,0.316,0.488,91.826,8.727,1.066,3.449,1.234,0.590,0.191,0.000,0.090,0.258,0.062,0.008,0.375,0.027,0.242,0.004,1.695,0.180,0.527,0.195,0.039,0.250,0.074,0.051,0.078,0.215,0.000,0.004,0.004,0.164,0.090,0.125,0.000,0.285,0.020,0.102,0.012,0.020,0.141,0.043,0.000,0.004,0.008,0.000,0.000,0.000
0.686,0.583,0.314,0.417,87.241,13.650,1.530,6.010,1.641,1.139,0.706,0.000,0.220,0.542,0.266,0.002,0.350,0.058,0.457,0.113,1.199,0.269,0.986,0.246,0.059,0.313,0.140,0.363,0.055,0.224,0.006,0.046,0.045,0.050,0.030,0.052,0.000,0.285,0.017,0.024,0.004,0.000,0.002,0.005,0.001,0.010,0.011,0.003,0.000,0.002
0.630,0.675,0.370,0.325,88.850,13.154,1.226,6.086,1.429,1.106,0.584,0.000,0.320,0.460,0.238,0.003,0.440,0.061,0.375,0.048,1.678,0.235,0.974,0.180,0.080,0.318,0.108,0.206,0.054,0.185,0.012,0.033,0.037,0.055,0.135,0.032,0.000,0.306,0.028,0.043,0.003,0.000,0.001,0.005,0.001,0.026,0.022,0.000,0.003,0.000
0.604,0.428,0.396,0.572,86.001,13.479,1.151,6.865,1.807,1.069,0.344,0.000,0.259,0.381,0.168,0.003,0.280,0.034,0.225,0.054,1.393,0.130,0.854,0.112,0.149,0.373,0.064,0.189,0.032,0.131,0.013,0.025,0.023,0.053,0.116,0.054,0.000,0.224,0.000,0.018,0.003,0.002,0.001,0.002,0.000,0.003,0.010,0.001,0.001,0.002
0.664,0.668,0.336,0.332,87.332,12.932,0.497,7.660,1.610,0.562,0.144,0.000,0.490,0.096,0.066,0.003,0.122,0.085,0.049,0.013,3.621,0.030,0.323,0.044,0.031,0.193,0.016,0.064,0.031,0.091,0.002,0.011,0.007,0.031,0.145,0.047,0.000,0.170,0.158,0.008,0.004,0.001,0.000,0.003,0.000,0.009,0.022,0.000,0.027,0.003
0.584,0.698,0.416,0.302,87.779,16.867,0.970,8.919,2.133,1.152,0.348,0.000,0.527,0.306,0.234,0.004,0.382,0.090,0.147,0.023,3.668,0.138,0.888,0.113,0.085,0.276,0.069,0.159,0.043,0.134,0.015,0.034,0.018,0.060,0.069,0.057,0.000,0.347,0.096,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.011,0.000,0.000,0.000
0.696,0.668,0.304,0.332,91.704,12.860,0.998,6.937,0.993,1.142,0.382,0.000,0.400,0.303,0.280,0.003,0.361,0.024,0.143,0.030,2.169,0.131,0.848,0.137,0.100,0.293,0.054,0.194,0.040,0.106,0.014,0.046,0.023,0.038,0.035,0.039,0.000,0.241,0.009,0.027,0.003,0.002,0.000,0.001,0.000,0.000,0.003,0.000,0.000,0.001
0.539,0.672,0.461,0.328,90.763,17.652,1.605,8.521,2.295,1.409,0.632,0.000,0.394,0.516,0.292,0.010,0.518,0.063,0.322,0.082,1.952,0.244,1.387,0.209,0.069,0.451,0.193,0.254,0.077,0.211,0.005,0.029,0.040,0.089,0.116,0.111,0.000,0.444,0.016,0.028,0.001,0.001,0.002,0.003,0.002,0.002,0.008,0.000,0.001,0.002
0.592,0.676,0.408,0.324,83.640,11.219,1.145,4.812,1.637,0.885,0.492,0.000,0.200,0.380,0.167,0.003,0.430,0.087,0.310,0.075,1.848,0.185,0.514,0.197,0.060,0.293,0.084,0.227,0.047,0.150,0.008,0.033,0.024,0.092,0.032,0.029,0.000,0.538,0.045,0.010,0.002,0.002,0.001,0.001,0.000,0.003,0.003,0.000,0.001,0.001
0.630,0.579,0.370,0.421,94.398,12.879,1.335,5.891,1.366,1.209,0.559,0.000,0.216,0.431,0.268,0.000,0.474,0.050,0.278,0.073,1.462,0.246,0.981,0.178,0.065,0.379,0.148,0.219,0.059,0.166,0.003,0.037,0.042,0.073,0.169,0.014,0.000,0.481,0.015,0.002,0.016,0.000,0.000,0.000,0.000,0.042,0.000,0.000,0.000,0.001
0.292,0.715,0.708,0.285,93.658,8.125,1.105,3.842,0.724,0.688,0.258,0.000,0.303,0.207,0.100,0.002,0.180,0.076,0.252,0.069,1.020,0.136,0.561,0.118,0.036,0.334,0.045,0.278,0.016,0.174,0.011,0.002,0.031,0.029,0.129,0.176,0.000,0.114,0.007,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.569,0.764,0.431,0.236,95.353,13.942,1.753,5.927,0.696,1.422,0.840,0.000,0.266,0.666,0.361,0.012,0.709,0.051,0.433,0.111,1.408,0.353,1.171,0.392,0.115,0.348,0.145,0.314,0.119,0.200,0.047,0.075,0.059,0.122,0.009,0.013,0.000,0.278,0.001,0.016,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000
0.458,0.722,0.542,0.278,89.003,12.137,1.250,5.616,1.725,0.961,0.426,0.000,0.349,0.342,0.201,0.007,0.331,0.081,0.310,0.092,1.292,0.183,1.053,0.239,0.081,0.254,0.053,0.187,0.081,0.254,0.021,0.085,0.035,0.120,0.141,0.099,0.000,0.313,0.007,0.088,0.004,0.007,0.014,0.004,0.000,0.011,0.039,0.004,0.004,0.000
0.587,0.679,0.413,0.321,86.386,14.041,1.066,6.516,2.066,1.214,0.508,0.000,0.278,0.441,0.216,0.003,0.355,0.042,0.247,0.069,1.805,0.161,0.942,0.185,0.070,0.244,0.097,0.166,0.041,0.144,0.008,0.047,0.024,0.058,0.147,0.051,0.000,0.402,0.010,0.041,0.003,0.001,0.001,0.003,0.000,0.005,0.008,0.001,0.003,0.001
0.697,0.649,0.303,0.351,86.688,11.116,0.876,5.652,1.335,0.893,0.295,0.000,0.356,0.294,0.135,0.009,0.245,0.066,0.185,0.072,1.705,0.055,0.827,0.122,0.110,0.205,0.041,0.144,0.025,0.156,0.009,0.026,0.008,0.100,0.134,0.025,0.000,0.253,0.031,0.086,0.015,0.003,0.003,0.013,0.004,0.014,0.102,0.005,0.008,0.001
0.685,0.576,0.315,0.424,89.635,20.275,0.639,9.344,3.647,0.839,0.267,0.000,1.520,0.143,0.087,0.001,0.170,0.138,0.171,0.013,6.010,0.069,0.525,0.088,0.033,0.215,0.030,0.087,0.048,0.116,0.004,0.019,0.011,0.046,0.045,0.065,0.000,0.317,0.233,0.002,0.002,0.000,0.000,0.001,0.000,0.001,0.003,0.000,0.002,0.001
0.475,0.707,0.525,0.293,94.542,8.030,1.040,3.566,0.515,0.505,0.333,0.000,0.091,0.525,0.293,0.010,0.232,0.020,0.545,0.061,0.586,0.162,0.576,0.091,0.081,0.283,0.051,0.263,0.030,0.111,0.000,0.010,0.030,0.061,0.020,0.010,0.000,0.131,0.000,0.273,0.010,0.000,0.263,0.000,0.000,0.000,0.081,0.010,0.010,0.000
0.724,0.662,0.276,0.338,89.174,16.260,1.411,7.973,2.088,1.244,0.547,0.000,0.414,0.394,0.257,0.006,0.405,0.042,0.289,0.056,2.289,0.214,1.125,0.214,0.083,0.379,0.105,0.266,0.062,0.152,0.021,0.025,0.022,0.058,0.086,0.061,0.000,0.438,0.008,0.038,0.001,0.000,0.001,0.003,0.002,0.013,0.008,0.000,0.006,0.004
0.697,0.561,0.303,0.439,88.049,9.973,1.134,4.940,1.074,0.745,0.399,0.000,0.139,0.305,0.189,0.001,0.243,0.036,0.318,0.059,1.104,0.189,0.742,0.177,0.068,0.232,0.080,0.226,0.043,0.185,0.005,0.023,0.023,0.043,0.085,0.046,0.000,0.230,0.004,0.067,0.020,0.012,0.019,0.013,0.008,0.022,0.028,0.001,0.001,0.004
0.615,0.760,0.385,0.240,88.302,10.242,0.998,5.360,1.078,0.875,0.253,0.000,0.281,0.220,0.142,0.002,0.253,0.022,0.120,0.068,1.423,0.131,0.759,0.100,0.051,0.366,0.067,0.161,0.031,0.134,0.009,0.015,0.015,0.092,0.198,0.050,0.000,0.267,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000
0.701,0.574,0.299,0.426,89.594,12.605,1.203,6.220,1.656,1.034,0.405,0.000,0.182,0.471,0.199,0.003,0.247,0.089,0.254,0.072,1.845,0.141,1.003,0.196,0.100,0.299,0.062,0.199,0.045,0.158,0.003,0.058,0.024,0.137,0.309,0.089,0.000,0.430,0.058,0.062,0.003,0.000,0.003,0.003,0.003,0.000,0.027,0.003,0.000,0.000
0.587,0.569,0.413,0.431,93.633,14.793,0.930,7.738,1.490,1.251,0.488,0.000,0.319,0.373,0.231,0.004,0.433,0.113,0.205,0.051,2.890,0.163,0.997,0.166,0.054,0.191,0.100,0.167,0.067,0.131,0.025,0.044,0.022,0.132,0.044,0.024,0.000,0.430,0.136,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.002,0.000,0.000,0.000
0.514,0.788,0.486,0.212,87.879,8.134,1.156,3.506,0.751,0.724,0.407,0.000,0.210,0.368,0.147,0.001,0.241,0.060,0.222,0.059,0.737,0.195,0.468,0.217,0.070,0.271,0.063,0.272,0.046,0.124,0.011,0.023,0.034,0.078,0.007,0.014,0.000,0.218,0.004,0.014,0.003,0.001,0.001,0.003,0.002,0.000,0.015,0.000,0.002,0.000
0.695,0.713,0.305,0.287,82.610,12.351,0.885,6.282,1.914,0.810,0.230,0.000,0.431,0.115,0.167,0.000,0.305,0.023,0.098,0.023,2.322,0.046,0.632,0.109,0.098,0.448,0.023,0.103,0.017,0.063,0.006,0.029,0.011,0.040,0.287,0.029,0.000,0.276,0.017,0.023,0.000,0.000,0.006,0.000,0.000,0.000,0.046,0.000,0.006,0.000
0.674,0.750,0.326,0.250,89.810,8.366,0.648,4.909,0.966,0.513,0.173,0.000,0.080,0.199,0.071,0.003,0.285,0.040,0.144,0.030,1.898,0.105,0.355,0.094,0.019,0.114,0.041,0.098,0.018,0.157,0.002,0.004,0.011,0.023,0.012,0.013,0.000,0.121,0.005,0.033,0.003,0.003,0.010,0.019,0.002,0.024,0.013,0.008,0.036,0.002
0.434,0.899,0.566,0.101,87.074,13.910,1.274,6.719,2.103,1.006,0.477,0.000,0.324,0.334,0.207,0.006,0.333,0.045,0.253,0.048,1.913,0.185,0.998,0.189,0.083,0.350,0.095,0.197,0.046,0.206,0.010,0.021,0.028,0.076,0.133,0.083,0.000,0.361,0.013,0.064,0.006,0.002,0.005,0.003,0.001,0.001,0.007,0.000,0.003,0.000
0.599,0.741,0.401,0.259,93.419,9.517,1.632,3.590,0.423,0.946,0.643,0.000,0.147,0.509,0.166,0.005,0.428,0.073,0.524,0.106,0.590,0.258,0.670,0.271,0.064,0.455,0.158,0.368,0.043,0.167,0.013,0.044,0.060,0.078,0.013,0.022,0.000,0.133,0.003,0.254,0.030,0.007,0.033,0.050,0.002,0.066,0.015,0.015,0.002,0.033
0.681,0.681,0.319,0.319,87.060,6.106,0.560,3.241,0.284,0.496,0.177,0.000,0.227,0.319,0.043,0.014,0.121,0.135,0.113,0.007,1.312,0.064,0.326,0.121,0.007,0.163,0.007,0.078,0.007,0.142,0.007,0.007,0.000,0.000,0.057,0.021,0.000,0.021,0.028,0.071,0.000,0.000,0.007,0.000,0.007,0.000,0.007,0.000,0.000,0.000
0.441,0.833,0.559,0.167,89.546,9.652,1.361,3.900,0.897,0.740,0.509,0.000,0.094,0.434,0.179,0.000,0.398,0.047,0.640,0.063,0.611,0.187,0.675,0.290,0.074,0.328,0.067,0.240,0.048,0.163,0.008,0.038,0.041,0.039,0.004,0.059,0.000,0.296,0.000,0.004,0.007,0.000,0.000,0.008,0.000,0.008,0.000,0.000,0.000,0.009
0.704,0.412,0.296,0.588,92.423,11.704,1.445,5.483,1.124,0.933,0.520,0.000,0.335,0.307,0.210,0.006,0.425,0.096,0.277,0.086,1.218,0.204,1.047,0.180,0.097,0.344,0.115,0.310,0.060,0.212,0.008,0.022,0.043,0.085,0.028,0.055,0.000,0.407,0.004,0.051,0.000,0.002,0.002,0.002,0.000,0.000,0.003,0.000,0.000,0.000
0.656,0.634,0.344,0.366,88.795,9.782,1.225,4.171,1.338,0.668,0.363,0.000,0.271,0.314,0.167,0.014,0.257,0.077,0.274,0.095,1.201,0.184,0.697,0.234,0.065,0.321,0.071,0.242,0.044,0.176,0.015,0.046,0.033,0.104,0.066,0.019,0.000,0.491,0.011,0.061,0.008,0.001,0.014,0.013,0.004,0.017,0.030,0.000,0.009,0.000
1.000,0.500,0.000,0.500,94.075,15.000,2.000,6.000,1.000,1.500,0.500,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.500,0.000,2.000,0.500,2.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.686,0.551,0.314,0.449,91.149,9.827,0.814,4.906,1.498,0.679,0.350,0.000,0.221,0.387,0.117,0.003,0.258,0.052,0.167,0.054,1.506,0.122,0.537,0.141,0.032,0.134,0.066,0.121,0.028,0.150,0.015,0.034,0.026,0.043,0.028,0.036,0.000,0.134,0.022,0.073,0.039,0.022,0.036,0.010,0.013,0.008,0.009,0.002,0.003,0.005
0.441,0.822,0.559,0.178,89.970,9.442,1.358,4.134,0.737,0.773,0.511,0.000,0.164,0.425,0.165,0.012,0.280,0.094,0.342,0.076,1.133,0.212,0.747,0.211,0.081,0.297,0.101,0.239,0.054,0.258,0.006,0.011,0.027,0.124,0.044,0.010,0.000,0.192,0.027,0.061,0.002,0.000,0.003,0.005,0.000,0.021,0.007,0.000,0.003,0.000
0.568,0.752,0.432,0.248,92.563,10.323,1.206,4.631,1.379,0.852,0.460,0.000,0.190,0.369,0.167,0.006,0.280,0.143,0.256,0.082,1.193,0.208,0.648,0.213,0.054,0.318,0.095,0.188,0.047,0.174,0.012,0.033,0.037,0.107,0.075,0.025,0.000,0.418,0.046,0.009,0.000,0.000,0.001,0.001,0.000,0.003,0.000,0.000,0.000,0.000
0.804,0.498,0.196,0.502,91.141,12.723,1.396,5.996,1.727,0.957,0.474,0.000,0.363,0.427,0.196,0.002,0.531,0.027,0.322,0.151,1.457,0.198,1.192,0.157,0.128,0.364,0.051,0.307,0.033,0.180,0.010,0.041,0.029,0.206,0.090,0.660,0.000,0.205,0.001,0.018,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
0.425,0.784,0.575,0.216,83.165,9.541,1.114,4.489,1.265,0.760,0.351,0.000,0.102,0.361,0.126,0.000,0.220,0.044,0.281,0.054,0.878,0.160,0.770,0.210,0.066,0.186,0.056,0.182,0.048,0.236,0.010,0.034,0.032,0.048,0.088,0.074,0.000,0.251,0.004,0.020,0.000,0.000,0.000,0.000,0.000,0.008,0.014,0.000,0.004,0.004
0.606,0.682,0.394,0.318,94.139,9.024,1.024,4.127,0.979,0.833,0.374,0.000,0.192,0.277,0.172,0.000,0.284,0.031,0.194,0.064,1.108,0.186,0.707,0.190,0.046,0.261,0.087,0.202,0.050,0.109,0.004,0.078,0.023,0.099,0.073,0.037,0.000,0.321,0.016,0.084,0.000,0.000,0.005,0.007,0.001,0.011,0.101,0.002,0.000,0.001
0.610,0.609,0.390,0.391,96.781,7.560,1.299,3.291,0.193,0.703,0.445,0.000,0.103,0.233,0.111,0.032,0.401,0.120,0.353,0.111,0.534,0.201,0.475,0.240,0.040,0.312,0.083,0.248,0.049,0.224,0.006,0.018,0.027,0.026,0.005,0.014,0.000,0.034,0.001,0.329,0.012,0.017,0.013,0.002,0.002,0.000,0.003,0.000,0.001,0.000
